# Logfile created on 2019-06-29 12:58:54 -0300 by logger.rb/56438
I, [2019-06-29T12:58:54.288368 #49946]  INFO -- : Teste finalizado
I, [2019-06-29T14:40:11.964295 #117]  INFO -- : Clicou no botão com.tricolorcat.calculator:id/equal usando o tipo de busca ID
I, [2019-06-29T14:40:17.081776 #117]  INFO -- : Teste finalizado
I, [2019-06-29T14:41:06.166522 #240]  INFO -- : Iniciou o teste
I, [2019-06-29T14:41:06.170440 #240]  INFO -- : Clicou no botão OK, dentro da modal de bem-vindo
I, [2019-06-29T14:41:06.170527 #240]  INFO -- : Verificando se existe o elemento com.tricolorcat.calculator:id/btOK usando o tipo de busca ID
I, [2019-06-29T14:41:06.340155 #240]  INFO -- : Aguardou a existência do elemento com.tricolorcat.calculator:id/btOK usando o tipo de busca ID
I, [2019-06-29T14:41:09.906916 #240]  INFO -- : Clicou no botão com.tricolorcat.calculator:id/btOK usando o tipo de busca ID
I, [2019-06-29T14:41:09.907642 #240]  INFO -- : Verificando se existe o elemento com.tricolorcat.calculator:id/five usando o tipo de busca ID
I, [2019-06-29T14:41:13.504279 #240]  INFO -- : Aguardou a existência do elemento com.tricolorcat.calculator:id/five usando o tipo de busca ID
I, [2019-06-29T14:41:14.535301 #240]  INFO -- : Clicou no botão com.tricolorcat.calculator:id/five usando o tipo de busca ID
I, [2019-06-29T14:41:14.536117 #240]  INFO -- : Verificando se existe o elemento com.tricolorcat.calculator:id/plus usando o tipo de busca ID
I, [2019-06-29T14:41:15.088634 #240]  INFO -- : Aguardou a existência do elemento com.tricolorcat.calculator:id/plus usando o tipo de busca ID
I, [2019-06-29T14:41:15.355890 #240]  INFO -- : Clicou no botão com.tricolorcat.calculator:id/plus usando o tipo de busca ID
I, [2019-06-29T14:41:15.356542 #240]  INFO -- : Verificando se existe o elemento com.tricolorcat.calculator:id/five usando o tipo de busca ID
I, [2019-06-29T14:41:15.912890 #240]  INFO -- : Aguardou a existência do elemento com.tricolorcat.calculator:id/five usando o tipo de busca ID
I, [2019-06-29T14:41:16.180753 #240]  INFO -- : Clicou no botão com.tricolorcat.calculator:id/five usando o tipo de busca ID
I, [2019-06-29T14:41:16.181528 #240]  INFO -- : Verificando se existe o elemento com.tricolorcat.calculator:id/equal usando o tipo de busca ID
I, [2019-06-29T14:41:16.880303 #240]  INFO -- : Aguardou a existência do elemento com.tricolorcat.calculator:id/equal usando o tipo de busca ID
I, [2019-06-29T14:41:17.099079 #240]  INFO -- : Clicou no botão com.tricolorcat.calculator:id/equal usando o tipo de busca ID
I, [2019-06-29T14:41:17.099178 #240]  INFO -- : Está buscando o texto do elemento com.tricolorcat.calculator:id/display usando o tipo de busca ID
I, [2019-06-29T14:41:18.844554 #240]  INFO -- : Teste finalizado
I, [2019-06-29T14:43:19.119575 #356]  INFO -- : Iniciou o teste
I, [2019-06-29T14:43:19.123027 #356]  INFO -- : Clicou no botão OK, dentro da modal de bem-vindo
I, [2019-06-29T14:43:19.123198 #356]  INFO -- : Verificando se existe o elemento com.tricolorcat.calculator:id/btOK usando o tipo de busca ID
I, [2019-06-29T14:43:19.784843 #356]  INFO -- : Aguardou a existência do elemento com.tricolorcat.calculator:id/btOK usando o tipo de busca ID
I, [2019-06-29T14:43:22.935301 #356]  INFO -- : Clicou no botão com.tricolorcat.calculator:id/btOK usando o tipo de busca ID
I, [2019-06-29T14:43:23.967904 #356]  INFO -- : Teste finalizado
I, [2019-06-29T14:49:22.350260 #11322]  INFO -- : Iniciou o teste
I, [2019-06-29T14:49:22.355734 #11322]  INFO -- : Clicou no botão OK, dentro da modal de bem-vindo
I, [2019-06-29T14:49:22.355858 #11322]  INFO -- : Verificando se existe o elemento com.tricolorcat.calculator:id/btOK usando o tipo de busca ID
I, [2019-06-29T14:49:22.751580 #11322]  INFO -- : Aguardou a existência do elemento com.tricolorcat.calculator:id/btOK usando o tipo de busca ID
I, [2019-06-29T14:49:25.900416 #11322]  INFO -- : Clicou no botão com.tricolorcat.calculator:id/btOK usando o tipo de busca ID
I, [2019-06-29T14:49:25.900852 #11322]  INFO -- : Verificando se existe o elemento com.tricolorcat.calculator:id/five usando o tipo de busca ID
I, [2019-06-29T14:49:28.568822 #11322]  INFO -- : Aguardou a existência do elemento com.tricolorcat.calculator:id/five usando o tipo de busca ID
I, [2019-06-29T14:49:28.749110 #11322]  INFO -- : Clicou no botão com.tricolorcat.calculator:id/five usando o tipo de busca ID
I, [2019-06-29T14:49:28.749656 #11322]  INFO -- : Verificando se existe o elemento com.tricolorcat.calculator:id/plus usando o tipo de busca ID
I, [2019-06-29T14:49:29.267166 #11322]  INFO -- : Aguardou a existência do elemento com.tricolorcat.calculator:id/plus usando o tipo de busca ID
I, [2019-06-29T14:49:29.456945 #11322]  INFO -- : Clicou no botão com.tricolorcat.calculator:id/plus usando o tipo de busca ID
I, [2019-06-29T14:49:29.457560 #11322]  INFO -- : Verificando se existe o elemento com.tricolorcat.calculator:id/five usando o tipo de busca ID
I, [2019-06-29T14:49:30.018759 #11322]  INFO -- : Aguardou a existência do elemento com.tricolorcat.calculator:id/five usando o tipo de busca ID
I, [2019-06-29T14:49:30.248077 #11322]  INFO -- : Clicou no botão com.tricolorcat.calculator:id/five usando o tipo de busca ID
I, [2019-06-29T14:49:30.248756 #11322]  INFO -- : Verificando se existe o elemento com.tricolorcat.calculator:id/equal usando o tipo de busca ID
I, [2019-06-29T14:49:30.902056 #11322]  INFO -- : Aguardou a existência do elemento com.tricolorcat.calculator:id/equal usando o tipo de busca ID
I, [2019-06-29T14:49:31.079426 #11322]  INFO -- : Clicou no botão com.tricolorcat.calculator:id/equal usando o tipo de busca ID
I, [2019-06-29T14:49:31.079601 #11322]  INFO -- : Está buscando o texto do elemento com.tricolorcat.calculator:id/display usando o tipo de busca ID
I, [2019-06-29T14:49:32.699056 #11322]  INFO -- : Teste finalizado
I, [2019-06-29T14:49:51.710399 #11369]  INFO -- : Iniciou o teste
I, [2019-06-29T14:49:59.336768 #11369]  INFO -- : Clicou no botão OK, dentro da modal de bem-vindo
I, [2019-06-29T14:49:59.336962 #11369]  INFO -- : Verificando se existe o elemento com.tricolorcat.calculator:id/btOK usando o tipo de busca ID
I, [2019-06-29T14:49:59.404341 #11369]  INFO -- : Aguardou a existência do elemento com.tricolorcat.calculator:id/btOK usando o tipo de busca ID
I, [2019-06-29T14:50:02.566876 #11369]  INFO -- : Clicou no botão com.tricolorcat.calculator:id/btOK usando o tipo de busca ID
I, [2019-06-29T14:57:12.508362 #11369]  INFO -- : Verificando se existe o elemento com.tricolorcat.calculator:id/five usando o tipo de busca ID
